classe_obf	typedef_index	nom_clair	score	methode	statut	provenances_daccord	nb_candidats_a_egalite	chemin_de_preuve
iuk	11221	ObjectSetPositionMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=iuk
		ObjectSetPositionRequest			À_CLASSER		25	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ObjectUidWithQuantity			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ObjectUseMultipleRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ObjectUseOnCellRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ObjectUseOnCharacterRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ObjectUseOption			À_CLASSER		18	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ObjectUseRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ObjectsAddedEvent			À_CLASSER		47	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ObjectsDeletedEvent			À_CLASSER		23	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
lhg	13965	ObjectsEntry	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py) -> arrastre champ f4 (hol.f4=lhg <-> Outfit.f4=ObjectsEntry)
		Online			À_CLASSER		11	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		OnlineInformation			À_CLASSER		4	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		OpenGuideBookEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		OpponentSurrenderEvent			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		OptionalFeaturesEvent			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Connection, aucun retenu
		OrderAndGfx			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		OrnamentGainedEvent			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		OrnamentLostEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		OrnamentOption			À_CLASSER		25	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
lwm	14599	OrnamentSelectRequestMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=lwm
lyv	14704	OrnamentSelectResultMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=lyv
		OrnamentSelectedEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
hif	9623	OrnamentSelectedMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=hif
hol	9892	Outfit	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
		OutfitAuraChangedEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		OutfitCreateEmptyRequest			À_CLASSER		25	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		OutfitCreationResponse			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		OutfitDuplicateRequest			À_CLASSER		25	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		OutfitEntityLookChangedEvent			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		OutfitEquipAuraRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		OutfitEquipAuraResponse			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		OutfitEquipObjectBestSlotRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		OutfitEquipObjectBestSlotResponse			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		OutfitEquipObjectResponse			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		OutfitEquipOrnamentRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		OutfitEquipOrnamentResponse			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		OutfitEquipRequest			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		OutfitEquipResponse			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		OutfitEquipTitleRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		OutfitEquipTitleResponse			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		OutfitRemoveRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		OutfitRemoveResponse			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		OutfitUpdateRequest			À_CLASSER		25	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		OutfitUpdateResponse			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
lyt	14700	OutfitsListMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=lyt
		OutfitsLoadedEvent			À_CLASSER		6	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PaddockActivity			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PaddockBuyRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PaddockContent			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
kam	12604	PaddockForSale	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
		PaddockGuildInformation			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PaddockInformation			À_CLASSER		3	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PaddockInstances			À_CLASSER		47	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PaddockItem			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PaddockMoveItemRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PaddockObjectAddedEvent			À_CLASSER		111	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PaddockObjectAnimationPlayEvent			À_CLASSER		23	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PaddockObjectRemovedEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PaddockObjectsAddedEvent			À_CLASSER		47	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PaddockPropertiesEvent			À_CLASSER		111	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PaddockRemoveItemRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PaddockSellRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PaddockTransactionDialogEvent			À_CLASSER		18	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
jmf	11989	PaddocksToSellEvent	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
		PaddocksToSellFiltersRequest			À_CLASSER		2	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PaddocksToSellRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PartyAbdicateThroneRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PartyDeletedEvent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PartyEntity			À_CLASSER		3	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PartyFollowMemberRequest			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PartyFollowStatusUpdateEvent			À_CLASSER		25	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PartyInvitationAcceptRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PartyInvitationCancelRequest			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PartyInvitationCancelledEvent			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PartyInvitationCancelledForGuestEvent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PartyInvitationDetailsEvent			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PartyInvitationDetailsRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
hoy	9915	PartyInvitationEvent	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
		PartyInvitationMemberInformation			À_CLASSER		6	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PartyInvitationRefuseRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PartyInvitationRefusedEvent			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PartyInvitationRequest			À_CLASSER		81	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PartyJoinErrorEvent			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
ifh	10576	PartyJoinEvent	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
		PartyKickRequest			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PartyKickedByEvent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PartyLeaderUpdateEvent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PartyLeaveEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PartyLeaveRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PartyLocateMembersRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PartyLoyaltyStatusEvent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PartyMember			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PartyMemberInBreachFightEvent			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PartyMemberInFightEvent			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PartyMemberInformation			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PartyMemberRemoveEvent			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PartyMemberUpdateEvent			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PartyMemberUpdateLightEvent			À_CLASSER		2	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PartyNameSetErrorEvent			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PartyNameSetRequest			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PartyNameUpdateEvent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PartyNewGuestEvent			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PartyNewMemberEvent			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PartyPledgeLoyaltyRequest			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PartyRestrictedEvent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PartyStopFollowMemberRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
lbu		PartyType	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py) -> arrastre champ f2 (hoy.f2=lbu <-> PartyInvitationEvent.f2=PartyType)
		PartyUpdateCommonsInformation			À_CLASSER		25	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		Ping			À_CLASSER		5	0 ou plusieurs candidats de même round-0 dans Connection, aucun retenu
		PlayerCopy			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PlayerFightFriendlyAnswerRequest			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PlayerFightFriendlyAnsweredEvent			À_CLASSER		25	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PlayerFightFriendlyRequestedEvent			À_CLASSER		25	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PlayerFightRequest			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PlayerFlowActivity			À_CLASSER		34	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PlayerListEntry			À_CLASSER		7	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PlayerNote			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PlayerRankUpdateActivity			À_CLASSER		2	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PlayerSearch			À_CLASSER		81	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PlayerSkills			À_CLASSER		14	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PlayerStatusUpdateErrorEvent			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PlayerStatusUpdatedEvent			À_CLASSER		34	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PlayersMapAttackableStatusUpdateEvent			À_CLASSER		47	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PointsVariation			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		Pong			À_CLASSER		5	0 ou plusieurs candidats de même round-0 dans Connection, aucun retenu
		PopupWarningCloseRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PopupWarningClosedEvent			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PopupWarningEvent			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PortalInformation			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PortalUseRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PrepareCharacterDeletionRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PresetClone			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PresetDeleteRequest			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PresetDeleteResponse			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PresetEquipmentUpdateRequest			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PresetEquipmentUpdateResponse			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PresetItemUpdateEvent			À_CLASSER		2	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PresetListEvent			À_CLASSER		12	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PresetLook			À_CLASSER		81	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PresetOutfitUpdateRequest			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PresetOutfitUpdateResponse			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PresetRenameRequest			À_CLASSER		2	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PresetSaveResponse			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PresetSetFavoriteRequest			À_CLASSER		23	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PresetSetFavoriteResponse			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PresetSpellUpdateRequest			À_CLASSER		2	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PresetSpellUpdateResponse			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PresetStatUpdateRequest			À_CLASSER		7	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PresetStatUpdateResponse			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PresetSymbolUpdateRequest			À_CLASSER		11	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PresetSymbolUpdateResponse			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PresetUseRequest			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PresetUseResponse			À_CLASSER		81	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PrismAddOrUpdateEvent			À_CLASSER		111	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PrismAttackRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PrismAttackResultEvent			À_CLASSER		27	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PrismAttackedEvent			À_CLASSER		111	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PrismCristal			À_CLASSER		81	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PrismDialogQuestionEvent			À_CLASSER		111	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PrismExchangeRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PrismInformation			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PrismListEvent			À_CLASSER		12	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PrismLocalizedInformation			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PrismModule			À_CLASSER		27	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PrismRecycleRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PrismRemoveEvent			À_CLASSER		111	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PrismTeleportationRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PrivateInformation			À_CLASSER		14	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PurchasableDialogEvent			À_CLASSER		2	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PvpData			À_CLASSER		11	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		PvpSeek			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		QuestActive			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		QuestFinished			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
jov	12097	QuestObjective	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
		QuestObjectiveFollowRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		QuestObjectiveUnfollowRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		QuestObjectiveValidatedEvent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		QuestObjectiveValidationRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		QuestStartRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		QuestStartedEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		QuestStepInformationEvent			À_CLASSER		18	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		QuestStepInformationRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		QuestStepStartedEvent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		QuestStepValidatedEvent			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		QuestValidatedEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
hmn	9814	Quests	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
		QuestsEvent			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		QuestsRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		QueueStatusEvent			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Connection, aucun retenu
		RankActivity			À_CLASSER		81	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		RankInformation			À_CLASSER		3	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ReconnectToGameServerEvent			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Connection, aucun retenu
		RecycleResultEvent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ReduceDamages			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ReflectDamages			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ReflectSpell			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		RefreshMonsterBoostsEvent			À_CLASSER		12	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ReleaseAccountRequest			À_CLASSER		5	0 ou plusieurs candidats de même round-0 dans Connection, aucun retenu
		ReloginRequest			À_CLASSER		2	0 ou plusieurs candidats de même round-0 dans Connection, aucun retenu
		ReloginTokenEvent			À_CLASSER		1	0 ou plusieurs candidats de même round-0 dans Connection, aucun retenu
		RemoveChallengeEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		RemoveItem			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		RemoveNotificationEvent			À_CLASSER		23	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		RemoveRide			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		RemoveSpellModifierEvent			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		RemoveTagObjectRequest			À_CLASSER		47	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		RemoveTagObjectResponse			À_CLASSER		23	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		RemoveTagStorageRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		RemoveTagStorageResponse			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		Request			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ResetCharacterCharacteristicsRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		Response			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		Ride			À_CLASSER		2	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
mhs	38984	Rights	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
jzo	12563	RolePlayActor		arrosage	DÉDUIT	arrosage	1	arrosage score=0.762
		Rune			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SelectServerResponse			À_CLASSER		4	0 ou plusieurs candidats de même round-0 dans Connection, aucun retenu
		SelfAttackableStatusUpdateEvent			À_CLASSER		12	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SellingConditions			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SequenceEndEvent			À_CLASSER		34	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SequenceNumberEvent			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SequenceStartEvent			À_CLASSER		58	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
miw	39026	Server	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
		ServerExperienceModifierEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
mit	39022	ServerInformation	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
miq	39018	ServerList	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
kqu	13295	ServerOptionalFeaturesMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=kqu
		ServerSessionConstant			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ServerSessionConstantsEvent			À_CLASSER		47	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ServerSessionReadyEvent			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
ion	10961	ServerSettingsEvent	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
len	13848	ServerType	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py) -> arrastre champ f3 (ion.f3=len <-> ServerSettingsEvent.f3=ServerType)
		ServerVerificationEvent			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		Servers			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Connection, aucun retenu
		SetItem			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SetMoodEvent			À_CLASSER		58	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SetMoodRequest			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SetRide			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SetUpdateEvent			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		Shield			À_CLASSER		1	0 ou plusieurs candidats de même round-0 dans Connection, aucun retenu
		Shortcut			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ShortcutBarAddRequest			À_CLASSER		81	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
itz	11203	ShortcutBarAddRequestMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=itz
		ShortcutBarContentEvent			À_CLASSER		6	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
itg	11168	ShortcutBarContentMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=itg
		ShortcutBarRefreshEvent			À_CLASSER		81	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
ivk	11266	ShortcutBarRefreshMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=ivk
		ShortcutBarRemoveRequest			À_CLASSER		58	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ShortcutBarRemovedEvent			À_CLASSER		58	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ShortcutBarReplacedEvent			À_CLASSER		81	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
iuq	11231	ShortcutBarReplacedMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=iuq
		ShortcutBarSwapRequest			À_CLASSER		18	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ShortcutCosmeticObject			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ShortcutEmote			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ShortcutObjectItem			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
